date,mission,description
17-May-12,UNOCI,"  A large munitions cache was reportedly uncovered yesterday in SÉGUÉLA (Worodougou region). In neighbouring Haut-Sassandra region, the Mission reports persistent inter-ethnic tensions in ZÈPREGUHÉ (Haut-Sassandra region). Early today, a WHO vehicle was attacked by armed robbers near NIAKARAMANDOGOU (Vallée du Bandama region); no injuries were reported.  "
17-May-12,UNMISS,"  Yesterday saw thousands of people assemble at the John Garang mausoleum in JUBA to commemorate the SPLA foundation’s anniversary, in the presence of senior government officials. President Kiir reportedly accused the GoS of “doing everything in its power to fail South Sudan”. Peaceful celebrations were also held in the other nine states. Meanwhile, officials in Unity state told UNMISS yesterday that Antonov-type aircraft had recently been sighted in BENTIU and YIDA, whilst media cited a senior GRSS military official stating that the SPLA would be supplied with anti-aircraft missiles within a ""few months"". In Jonglei state, the Mission continues to support peace process outreach efforts.   "
17-May-12,Sudan,  The Sudanese humanitarian aid commissioner reiterated to media yesterday that the government would not accept foreign humanitarian assessment activity in Southern Kordofan’s rebel-controlled areas. The commissioner was also cited expressing conditional intent to support a joint AU-UN-Arab League initiative to facilitate the delivery of aid in the region.   
17-May-12,UNAMID,"  GoS military intelligence personnel denied passage to a UNAMID human rights monitoring team to KASS (Southern Darfur) in DOMAYA yesterday. That same day, a UNAMID verification team was denied entry into GoS military and police camps in GRAIDA, thus preventing the verification of recent reports of civilian arrests over suspected collaboration with SRF militia.   "
17-May-12,UNAMA,"  Media reported that the Afghan government is likely to ask for USD 4.1 billion a year in aid to support its security forces after 2014 at the upcoming NATO Summit in CHICAGO, which opens on Sunday. Also today, at least seven people were killed, including six police officers, and another 12 wounded in a suicide bomb attack that targeted the governor’s office in Farah province.  "
17-May-12,UNMOGIP,  Local media report that an Indian soldier was seriously injured in an IED explosion near the LoC in Poonch district yesterday.   
17-May-12,UNMIT,"  Yesterday saw international anti-corruption advocates call for an urgent investigation into recent media reports alleging that the CNRT party illegally raised at least USD 2.65 million in political donations, mostly from large national and international businesses, who are reported to have won major government contracts in recent years.   "
17-May-12,UNFICYP,  Turkish media alleged yesterday that an Israeli jet violated the air space of the Turkish Republic of Northern Cyprus on 14 May.   
17-May-12,MINURSO,  One of the parties in the current Moroccan governing coalition (Istiqlal Party) was cited by a Moroccan news agency yesterday criticizing PESG Ross for advocating the enlargement of MINURSO’s mandate and the establishment of a human rights monitoring mechanism.      
16-May-12,UNSMIS,"  Yesterday saw JSE Annan urge the Syrian government to accept UN conditions for expanding the distribution of humanitarian aid. Media yesterday also reported the re-election of SNC President Ghalioun to another three-month term during a leadership meeting held in ROME earlier this week. In other news, Syrian officials referred yesterday to a 51 percent turnout in last week’s parliamentary elections. Meanwhile, the Mission reported that an UNSMIS convoy was struck in an IED explosion and received direct fire in KHAN CHEIKHOUN yesterday; none of the eight UNMOs involved were injured. Six remained in the custody of Syrian opposition forces until this morning, but are now reported to have returned to the team site; one UN vehicle remains missing. Also yesterday, a Syrian Arab Red Crescent convoy escorted by UNMOs was fired upon by unidentified individuals in AL QSEIR, leaving two NGO personnel injured. Separately, UNMOs in DEIR EZ-ZOR reported fighting between Syrian army and opposition elements, as well as the apparent fresh deployment of BMPs in the city yesterday. Today, there is opposition word of imminent Syrian presidential guard operations in RASTAN. today. Other media sources this morning refer to an attack by Syrian security forces on a refugee camp in Dar’a governorate.  "
16-May-12,UNMISS,"  Today marks the UNSC Resolution 2046-set deadline for resuming post-secession negotiations. Media cited GRSS officials yesterday reaffirming their readiness to resume talks yesterday (despite SPLA allegations of continued SAF build-up in the disputed areas of HEGLIG and TISHWIN; separate media quoted President Bashir stating that oil transit discussions were contingent on moving forward on all pending border security issues. In a related development, this past Monday reportedly saw the ruling NCP party in Sudan announce the formation of a committee to review UNSC resolution 2046. The Mission, meanwhile, reported clashes between militia elements and SPLA troops in GABAT yesterday, prompting UN agency and NGO staff in RENK to seek refuge at Mission premises in that locality. Separately, UNMISS reported that Sudanese authorities have declared 16 May a national holiday (“SPLA day”). In other news, UNAMID reported that the two UNMISS staff members detained in EL DAEIN since 24 February were released yesterday and subsequently airlifted to NYALA.   "
16-May-12,UNAMID,"  The Mission has received belated reports of SAF air strikes against SLA-MM positions between 09-12 May in the JEBEL MARRA area; there are also unverified reports that recent air strikes in NEMRA resulted in several civilian casualties. Meanwhile, yesterday saw a group of unidentified individuals break into private UNAMID police advisors’ accommodations in NYALA (the seventh such incident since January); the robbers managed to escape with some valuables, but no injuries were reported. The Mission has since requested additional Sudanese patrols in the area. Mission patrols continue to face movement restrictions, most recently yesterday along the GRAIDA-YASSIN route, and one day earlier, in MANGA.   "
16-May-12,MONUSCO,"  President Kabila reportedly met with ruling MP and opposition lawmakers in his farm outside KINSHASA yesterday to discuss the situation in North Kivu. Yesterday also saw MONUSCO launch coordinated (“Lasting Peace”) operations in the province, to address the security vacuum resulting from FARDC re-deployment in Lubero territory, inter alia. Humanitarian actors, meanwhile, continue efforts to assess the scale of population displacement following recent fighting. Separately, Mission sources report that, this past Monday, three FARDC soldiers were killed when suspected FDLR cadres attacked a civilian vehicle outside RWINDI (Rutshuru territory). Late that day, six armed men reportedly broke into the UN-HABITAT compound in GOMA and hijacked the agency’s vehicle; no casualties were reported. Far to the north, the Mission has confirmed that 26 people were killed (including two FARDC troops), and another 54 were injured in a recent Mayi Mayi (Simba) attack in ITEMBO.  "
16-May-12,UNMIL,  Former Liberian President Charles Taylor told ICC judges today that the court “did not have a full grasp of the situation” and that “witnesses were paid and threatened”; he is due to be sentenced on 30 May. UNMIL joined Liberian officials in a meeting with UNHCR and Ivorian officials held in TOE TOWN (Grand Gedeh county) yesterday to discuss cross-border drug trafficking and refugee-related issues.  
